"","s_code","s_name","s_description","s_resource_code","s_sensor_type_code","s_table_name","s_table_type","s_x_offset","s_y_offset","s_z_offset","s_datum_code","s_datum_value","s_graph_value","s_min_value_1","s_max_value_1","s_min_value_2","s_max_value_2","s_min_value_3","s_max_value_3","s_min_value_4","s_max_value_4","s_min_value_5","s_max_value_5","deleted","datestamp"
"90",96,"scevo.data.bom.idy.busselton_airport.downsampled.30min.atmpress","scevo.data.bom.idy.busselton_airport.downsampled.30min.atmpress",5,5,"sensor_repository_00096","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
"91",97,"scevo.data.bom.idy.busselton_airport.downsampled.30min.rainfall_9am","scevo.data.bom.idy.busselton_airport.downsampled.30min.rainfall_9am",5,6,"sensor_repository_00097","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
"92",98,"scevo.data.bom.idy.busselton_airport.downsampled.30min.rainfall","scevo.data.bom.idy.busselton_airport.downsampled.30min.rainfall",5,7,"sensor_repository_00098","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
"93",99,"scevo.data.bom.idy.busselton_airport.downsampled.6hr.wind_speed","scevo.data.bom.idy.busselton_airport.downsampled.6hr.wind_speed",5,1,"sensor_repository_00099","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
"94",100,"scevo.data.bom.idy.busselton_airport.downsampled.6hr.wind_direction","scevo.data.bom.idy.busselton_airport.downsampled.6hr.wind_direction",5,2,"sensor_repository_00100","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
"95",101,"scevo.data.bom.idy.busselton_airport.downsampled.6hr.air_temperature","scevo.data.bom.idy.busselton_airport.downsampled.6hr.air_temperature",5,3,"sensor_repository_00101","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"96",102,"scevo.data.bom.idy.busselton_airport.downsampled.6hr.dew_point","scevo.data.bom.idy.busselton_airport.downsampled.6hr.dew_point",5,4,"sensor_repository_00102","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"97",127,"scevo.data.bom.idy.champion_lakes.raw.wind_speed","scevo.data.bom.idy.champion_lakes.raw.wind_speed",7,1,"sensor_repository_00127","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"98",79,"scevo.data.bom.idy.bunbury.downsampled.6hr.wind_direction","scevo.data.bom.idy.bunbury.downsampled.6hr.wind_direction",4,2,"sensor_repository_00079","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"99",80,"scevo.data.bom.idy.bunbury.downsampled.6hr.air_temperature","scevo.data.bom.idy.bunbury.downsampled.6hr.air_temperature",4,3,"sensor_repository_00080","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"100",81,"scevo.data.bom.idy.bunbury.downsampled.6hr.dew_point","scevo.data.bom.idy.bunbury.downsampled.6hr.dew_point",4,4,"sensor_repository_00081","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"101",82,"scevo.data.bom.idy.bunbury.downsampled.6hr.atmpress","scevo.data.bom.idy.bunbury.downsampled.6hr.atmpress",4,5,"sensor_repository_00082","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"102",108,"scevo.data.bom.idy.cape_naturaliste.raw.air_temperature","scevo.data.bom.idy.cape_naturaliste.raw.air_temperature",6,3,"sensor_repository_00108","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"103",109,"scevo.data.bom.idy.cape_naturaliste.raw.dew_point","scevo.data.bom.idy.cape_naturaliste.raw.dew_point",6,4,"sensor_repository_00109","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"104",110,"scevo.data.bom.idy.cape_naturaliste.raw.atmpress","scevo.data.bom.idy.cape_naturaliste.raw.atmpress",6,5,"sensor_repository_00110","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"105",111,"scevo.data.bom.idy.cape_naturaliste.raw.rainfall_9am","scevo.data.bom.idy.cape_naturaliste.raw.rainfall_9am",6,6,"sensor_repository_00111","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"106",112,"scevo.data.bom.idy.cape_naturaliste.raw.rainfall","scevo.data.bom.idy.cape_naturaliste.raw.rainfall",6,7,"sensor_repository_00112","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"107",113,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.wind_speed","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.wind_speed",6,1,"sensor_repository_00113","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"108",114,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.wind_direction","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.wind_direction",6,2,"sensor_repository_00114","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"109",115,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.air_temperature","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.air_temperature",6,3,"sensor_repository_00115","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"110",116,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.dew_point","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.dew_point",6,4,"sensor_repository_00116","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:09
"111",117,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.atmpress","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.atmpress",6,5,"sensor_repository_00117","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"112",118,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.rainfall_9am","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.rainfall_9am",6,6,"sensor_repository_00118","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"113",119,"scevo.data.bom.idy.cape_naturaliste.downsampled.30min.rainfall","scevo.data.bom.idy.cape_naturaliste.downsampled.30min.rainfall",6,7,"sensor_repository_00119","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"114",120,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.wind_speed","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.wind_speed",6,1,"sensor_repository_00120","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"115",121,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.wind_direction","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.wind_direction",6,2,"sensor_repository_00121","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"116",122,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.air_temperature","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.air_temperature",6,3,"sensor_repository_00122","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"117",123,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.dew_point","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.dew_point",6,4,"sensor_repository_00123","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:10
"118",124,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.atmpress","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.atmpress",6,5,"sensor_repository_00124","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:11
"119",125,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.rainfall_9am","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.rainfall_9am",6,6,"sensor_repository_00125","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:12
"120",126,"scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.rainfall","scevo.data.bom.idy.cape_naturaliste.downsampled.6hr.rainfall",6,7,"sensor_repository_00126","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"121",431,"scevo.data.bom.idy.mandurah.raw.dew_point","scevo.data.bom.idy.mandurah.raw.dew_point",21,4,"sensor_repository_00431","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:18
"122",104,"scevo.data.bom.idy.busselton_airport.downsampled.6hr.rainfall_9am","scevo.data.bom.idy.busselton_airport.downsampled.6hr.rainfall_9am",5,6,"sensor_repository_00104","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"123",105,"scevo.data.bom.idy.busselton_airport.downsampled.6hr.rainfall","scevo.data.bom.idy.busselton_airport.downsampled.6hr.rainfall",5,7,"sensor_repository_00105","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"124",106,"scevo.data.bom.idy.cape_naturaliste.raw.wind_speed","scevo.data.bom.idy.cape_naturaliste.raw.wind_speed",6,1,"sensor_repository_00106","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"125",107,"scevo.data.bom.idy.cape_naturaliste.raw.wind_direction","scevo.data.bom.idy.cape_naturaliste.raw.wind_direction",6,2,"sensor_repository_00107","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:08
"126",133,"scevo.data.bom.idy.champion_lakes.raw.rainfall","scevo.data.bom.idy.champion_lakes.raw.rainfall",7,7,"sensor_repository_00133","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"127",134,"scevo.data.bom.idy.champion_lakes.downsampled.15min.wind_speed","scevo.data.bom.idy.champion_lakes.downsampled.15min.wind_speed",7,1,"sensor_repository_00134","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"128",135,"scevo.data.bom.idy.champion_lakes.downsampled.15min.wind_direction","scevo.data.bom.idy.champion_lakes.downsampled.15min.wind_direction",7,2,"sensor_repository_00135","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"129",136,"scevo.data.bom.idy.champion_lakes.downsampled.15min.air_temperature","scevo.data.bom.idy.champion_lakes.downsampled.15min.air_temperature",7,3,"sensor_repository_00136","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"130",137,"scevo.data.bom.idy.champion_lakes.downsampled.15min.dew_point","scevo.data.bom.idy.champion_lakes.downsampled.15min.dew_point",7,4,"sensor_repository_00137","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"131",138,"scevo.data.bom.idy.champion_lakes.downsampled.15min.atmpress","scevo.data.bom.idy.champion_lakes.downsampled.15min.atmpress",7,5,"sensor_repository_00138","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"132",139,"scevo.data.bom.idy.champion_lakes.downsampled.15min.rainfall_9am","scevo.data.bom.idy.champion_lakes.downsampled.15min.rainfall_9am",7,6,"sensor_repository_00139","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"133",140,"scevo.data.bom.idy.champion_lakes.downsampled.15min.rainfall","scevo.data.bom.idy.champion_lakes.downsampled.15min.rainfall",7,7,"sensor_repository_00140","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:14
"134",141,"scevo.data.bom.idy.champion_lakes.downsampled.60min.wind_speed","scevo.data.bom.idy.champion_lakes.downsampled.60min.wind_speed",7,1,"sensor_repository_00141","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"135",142,"scevo.data.bom.idy.champion_lakes.downsampled.60min.wind_direction","scevo.data.bom.idy.champion_lakes.downsampled.60min.wind_direction",7,2,"sensor_repository_00142","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"136",143,"scevo.data.bom.idy.champion_lakes.downsampled.60min.air_temperature","scevo.data.bom.idy.champion_lakes.downsampled.60min.air_temperature",7,3,"sensor_repository_00143","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"137",144,"scevo.data.bom.idy.champion_lakes.downsampled.60min.dew_point","scevo.data.bom.idy.champion_lakes.downsampled.60min.dew_point",7,4,"sensor_repository_00144","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"138",145,"scevo.data.bom.idy.champion_lakes.downsampled.60min.atmpress","scevo.data.bom.idy.champion_lakes.downsampled.60min.atmpress",7,5,"sensor_repository_00145","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"139",146,"scevo.data.bom.idy.champion_lakes.downsampled.60min.rainfall_9am","scevo.data.bom.idy.champion_lakes.downsampled.60min.rainfall_9am",7,6,"sensor_repository_00146","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"140",147,"scevo.data.bom.idy.champion_lakes.downsampled.60min.rainfall","scevo.data.bom.idy.champion_lakes.downsampled.60min.rainfall",7,7,"sensor_repository_00147","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"141",148,"scevo.data.bom.idy.collie_east.raw.wind_speed","scevo.data.bom.idy.collie_east.raw.wind_speed",8,1,"sensor_repository_00148","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:15
"142",149,"scevo.data.bom.idy.collie_east.raw.wind_direction","scevo.data.bom.idy.collie_east.raw.wind_direction",8,2,"sensor_repository_00149","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:16
"143",150,"scevo.data.bom.idy.collie_east.raw.air_temperature","scevo.data.bom.idy.collie_east.raw.air_temperature",8,3,"sensor_repository_00150","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:16
"144",151,"scevo.data.bom.idy.collie_east.raw.dew_point","scevo.data.bom.idy.collie_east.raw.dew_point",8,4,"sensor_repository_00151","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:16
"145",152,"scevo.data.bom.idy.collie_east.raw.atmpress","scevo.data.bom.idy.collie_east.raw.atmpress",8,5,"sensor_repository_00152","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:16
"146",128,"scevo.data.bom.idy.champion_lakes.raw.wind_direction","scevo.data.bom.idy.champion_lakes.raw.wind_direction",7,2,"sensor_repository_00128","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"147",129,"scevo.data.bom.idy.champion_lakes.raw.air_temperature","scevo.data.bom.idy.champion_lakes.raw.air_temperature",7,3,"sensor_repository_00129","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"148",130,"scevo.data.bom.idy.champion_lakes.raw.dew_point","scevo.data.bom.idy.champion_lakes.raw.dew_point",7,4,"sensor_repository_00130","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"149",131,"scevo.data.bom.idy.champion_lakes.raw.atmpress","scevo.data.bom.idy.champion_lakes.raw.atmpress",7,5,"sensor_repository_00131","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"150",132,"scevo.data.bom.idy.champion_lakes.raw.rainfall_9am","scevo.data.bom.idy.champion_lakes.raw.rainfall_9am",7,6,"sensor_repository_00132","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:13
"151",158,"scevo.data.bom.idy.collie_east.downsampled.30min.dew_point","scevo.data.bom.idy.collie_east.downsampled.30min.dew_point",8,4,"sensor_repository_00158","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:17
"152",159,"scevo.data.bom.idy.collie_east.downsampled.30min.atmpress","scevo.data.bom.idy.collie_east.downsampled.30min.atmpress",8,5,"sensor_repository_00159","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:17
"153",160,"scevo.data.bom.idy.collie_east.downsampled.30min.rainfall_9am","scevo.data.bom.idy.collie_east.downsampled.30min.rainfall_9am",8,6,"sensor_repository_00160","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:18
"154",161,"scevo.data.bom.idy.collie_east.downsampled.30min.rainfall","scevo.data.bom.idy.collie_east.downsampled.30min.rainfall",8,7,"sensor_repository_00161","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:19
"155",162,"scevo.data.bom.idy.collie_east.downsampled.6hr.wind_speed","scevo.data.bom.idy.collie_east.downsampled.6hr.wind_speed",8,1,"sensor_repository_00162","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:19
"156",163,"scevo.data.bom.idy.collie_east.downsampled.6hr.wind_direction","scevo.data.bom.idy.collie_east.downsampled.6hr.wind_direction",8,2,"sensor_repository_00163","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"157",164,"scevo.data.bom.idy.collie_east.downsampled.6hr.air_temperature","scevo.data.bom.idy.collie_east.downsampled.6hr.air_temperature",8,3,"sensor_repository_00164","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"158",165,"scevo.data.bom.idy.collie_east.downsampled.6hr.dew_point","scevo.data.bom.idy.collie_east.downsampled.6hr.dew_point",8,4,"sensor_repository_00165","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"159",166,"scevo.data.bom.idy.collie_east.downsampled.6hr.atmpress","scevo.data.bom.idy.collie_east.downsampled.6hr.atmpress",8,5,"sensor_repository_00166","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"160",167,"scevo.data.bom.idy.collie_east.downsampled.6hr.rainfall_9am","scevo.data.bom.idy.collie_east.downsampled.6hr.rainfall_9am",8,6,"sensor_repository_00167","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"161",168,"scevo.data.bom.idy.collie_east.downsampled.6hr.rainfall","scevo.data.bom.idy.collie_east.downsampled.6hr.rainfall",8,7,"sensor_repository_00168","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"162",169,"scevo.data.bom.idy.cunderdin_airport.raw.wind_speed","scevo.data.bom.idy.cunderdin_airport.raw.wind_speed",9,1,"sensor_repository_00169","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:20
"163",170,"scevo.data.bom.idy.cunderdin_airport.raw.wind_direction","scevo.data.bom.idy.cunderdin_airport.raw.wind_direction",9,2,"sensor_repository_00170","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"164",171,"scevo.data.bom.idy.cunderdin_airport.raw.air_temperature","scevo.data.bom.idy.cunderdin_airport.raw.air_temperature",9,3,"sensor_repository_00171","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"165",172,"scevo.data.bom.idy.cunderdin_airport.raw.dew_point","scevo.data.bom.idy.cunderdin_airport.raw.dew_point",9,4,"sensor_repository_00172","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"166",173,"scevo.data.bom.idy.cunderdin_airport.raw.atmpress","scevo.data.bom.idy.cunderdin_airport.raw.atmpress",9,5,"sensor_repository_00173","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"167",174,"scevo.data.bom.idy.cunderdin_airport.raw.rainfall_9am","scevo.data.bom.idy.cunderdin_airport.raw.rainfall_9am",9,6,"sensor_repository_00174","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"168",175,"scevo.data.bom.idy.cunderdin_airport.raw.rainfall","scevo.data.bom.idy.cunderdin_airport.raw.rainfall",9,7,"sensor_repository_00175","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"169",176,"scevo.data.bom.idy.cunderdin_airport.downsampled.60min.wind_speed","scevo.data.bom.idy.cunderdin_airport.downsampled.60min.wind_speed",9,1,"sensor_repository_00176","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:21
"170",177,"scevo.data.bom.idy.cunderdin_airport.downsampled.60min.wind_direction","scevo.data.bom.idy.cunderdin_airport.downsampled.60min.wind_direction",9,2,"sensor_repository_00177","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:22
"171",153,"scevo.data.bom.idy.collie_east.raw.rainfall_9am","scevo.data.bom.idy.collie_east.raw.rainfall_9am",8,6,"sensor_repository_00153","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:16
"172",154,"scevo.data.bom.idy.collie_east.raw.rainfall","scevo.data.bom.idy.collie_east.raw.rainfall",8,7,"sensor_repository_00154","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:17
"173",155,"scevo.data.bom.idy.collie_east.downsampled.30min.wind_speed","scevo.data.bom.idy.collie_east.downsampled.30min.wind_speed",8,1,"sensor_repository_00155","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:17
"174",156,"scevo.data.bom.idy.collie_east.downsampled.30min.wind_direction","scevo.data.bom.idy.collie_east.downsampled.30min.wind_direction",8,2,"sensor_repository_00156","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:17
